feature,rho,outcome
C03DC,0.01854151745403278,dmtype2
C04,0.03495520777497377,dmtype2
C05,0.023713753458585677,dmtype2
C051,0.003186500492513903,dmtype2
C05DC,0.0222004727181894,dmtype2
C05OH,0.044584295673963596,dmtype2
C06,0.003365976216870735,dmtype2
C08,0.001903122744261072,dmtype2
C081,0.021751953115005565,dmtype2
C10,-0.009018064197927328,dmtype2
C101,-2.621503660575661e-4,dmtype2
C12,0.01588439202144433,dmtype2
C121,-3.1120192095288084e-4,dmtype2
C14,0.030545653063939446,dmtype2
C141,0.008502801867619859,dmtype2
C14OH,-0.01355970469320953,dmtype2
C16,0.05746558363509374,dmtype2
C16OH,0.01281334554754937,dmtype2
C18,0.04446856317209985,dmtype2
C181,0.03718316478769976,dmtype2
C181OH,7.748902025074692e-4,dmtype2
C182,0.01432625244555368,dmtype2
C18OH,0.002216296621240193,dmtype2
CIT,-0.005964450510125378,dmtype2
FC,0.04989373906484038,dmtype2
GLY,0.04262548748421755,dmtype2
MET,0.014371983335480822,dmtype2
ORN,0.015009631850442578,dmtype2
OXP,0.0011916264387469375,dmtype2
PHE,0.009438317567984543,dmtype2
PRO,0.007497565197568805,dmtype2
R14_12,0.007934967653851153,dmtype2
R3_2,-0.013348278953247713,dmtype2
R8_10,0.007806677840628263,dmtype2
RA_O,0.012057086035827695,dmtype2
RC_A,-0.021034887264827166,dmtype2
RF_C,0.007656914810873623,dmtype2
RF_Y,0.014356053603203557,dmtype2
RL_A,-0.011870746318816815,dmtype2
RO_C,0.01934324697768717,dmtype2
TYR,-0.011444624810740961,dmtype2
VAL,8.046033521457379e-4,dmtype2
XLE,0.00941244085883782,dmtype2
ALA,0.03401827033882569,superimposed
ARG,-4.1902478287372515e-4,superimposed
C02,0.10134102865296438,superimposed
C03DC,0.018436108065633245,superimposed
C04,-0.007483755899984258,superimposed
C05,0.012566022190962211,superimposed
C051,-0.00858746463799446,superimposed
C05DC,0.02932994513511679,superimposed
C05OH,-0.022535690069901387,superimposed
C06,-0.0011967084904265142,superimposed
C08,0.02735060924761565,superimposed
C081,0.07865113150901851,superimposed
C10,0.019347072316217066,superimposed
C101,0.05943071681523013,superimposed
C12,-0.012495582247044222,superimposed
C121,-0.004886459149113634,superimposed
C14,-0.02074538599737261,superimposed
C141,-0.046590728690213114,superimposed
C14OH,-0.028226651719302914,superimposed
C16,0.03465142448887386,superimposed
C16OH,-0.026324959683629925,superimposed
C18,0.07102968686097924,superimposed
C181,0.049842087460758536,superimposed
C181OH,0.011743934344291653,superimposed
C182,0.07079237061810995,superimposed
C18OH,-0.008821910391013137,superimposed
CIT,-0.044214297397516325,superimposed
FC,0.09307414285425449,superimposed
GLY,0.04216007958284308,superimposed
MET,-0.0011097290145210639,superimposed
ORN,0.055372906628807804,superimposed
OXP,-0.00806601641459094,superimposed
PHE,0.009651693909597435,superimposed
PRO,0.01071429177711081,superimposed
R14_12,-0.03605969767629597,superimposed
R3_2,-0.176782340919758,superimposed
R8_10,0.009406791666420672,superimposed
RA_O,-0.04185128752288366,superimposed
RC_A,-0.02096474772128184,superimposed
RF_C,0.059240445895645616,superimposed
RF_Y,0.12306427066690373,superimposed
RL_A,-0.00484380335024154,superimposed
RO_C,0.09415870081305837,superimposed
TYR,-0.11144266391550864,superimposed
VAL,0.006127649450884758,superimposed
XLE,0.029004973744516546,superimposed
ALA,0.00956965726016812,htn3
ARG,-0.004252123028633797,htn3
C02,0.02351402610008573,htn3
C03DC,0.007510209988196486,htn3
C04,0.01387111157993079,htn3
C05,0.004679191182384036,htn3
C051,0.010572450965474241,htn3
C05DC,0.016461207236676916,htn3
C05OH,0.0012459496910764685,htn3
C06,0.007140272801044456,htn3
C08,0.0033848890305881387,htn3
C081,0.0023011691830262413,htn3
C10,0.015681078187184325,htn3
C101,0.00423889156345227,htn3
C12,-0.0033014501155164727,htn3
C121,0.004754318525855776,htn3
C14,0.00248384785346555,htn3
C141,-0.0021460631714391417,htn3
C14OH,-0.0028921699673342483,htn3
C16,0.00896028163941883,htn3
C16OH,-0.0130381542949641,htn3
C18,0.01995269646674952,htn3
C181,0.008699344552856375,htn3
C181OH,1.0439184347286397e-4,htn3
C182,0.012517786378593443,htn3
C18OH,0.0031238112634194622,htn3
CIT,-0.01727185116541251,htn3
FC,0.013947385384822236,htn3
GLY,0.020782621164180108,htn3
MET,-9.209551229685878e-4,htn3
ORN,-0.006914463965588531,htn3
OXP,0.02113487053889,htn3
PHE,0.004342454195249199,htn3
PRO,0.01047383001829706,htn3
R14_12,-0.008755120656651164,htn3
R3_2,-0.06621242112090076,htn3
R8_10,-0.014084046856445783,htn3
RA_O,-1.9060145308325626e-4,htn3
RC_A,-0.005592134343569002,htn3
RF_C,0.006301474952446324,htn3
RF_Y,0.03536607012438223,htn3
RL_A,-0.01516796921799895,htn3
RO_C,0.00428872722404803,htn3
TYR,-0.028059685433654107,htn3
VAL,-0.004300827988243487,htn3
XLE,-7.940115836527077e-5,htn3
ALA,0.01116221290672606,mpree
ARG,-0.027004392950047335,mpree
C02,0.03772343473872564,mpree
C03DC,-9.867852586351249e-5,mpree
C04,-0.04074658393927791,mpree
C05,-0.0330218571386539,mpree
C051,-0.02056078359632078,mpree
C05DC,-0.00729881433475334,mpree
C05OH,-0.021023706806426526,mpree
C06,-0.003897863009190073,mpree
C08,-0.005981988790506755,mpree
C081,0.025540798268462825,mpree
C10,0.004409171268478627,mpree
C101,0.004951966946683347,mpree
C12,0.007963798543960857,mpree
C121,-0.005885126103651882,mpree
C14,0.017334659272803022,mpree
C141,-0.005224985438319062,mpree
C14OH,-0.002537929679398468,mpree
C16,0.037278862654969,mpree
C16OH,-0.01259449818352199,mpree
C18,0.02113916683068575,mpree
C181,0.02398375525095205,mpree
C181OH,-0.0032209714164118087,mpree
C182,0.025844505025251673,mpree
C18OH,0.007937137819991114,mpree
CIT,-0.04624302093087718,mpree
FC,0.0360947071870123,mpree
GLY,0.0125050116369682,mpree
MET,-0.014327259792236513,mpree
ORN,-0.010242739745103124,mpree
OXP,0.002802903075729563,mpree
PHE,-0.02130618133824764,mpree
PRO,-0.010542935516495046,mpree
R14_12,0.004429923783457898,mpree
R3_2,-0.0820714340378862,mpree
R8_10,-0.01339790104374371,mpree
RA_O,-0.028588571604112135,mpree
RC_A,0.0080090246730772,mpree
RF_C,0.008239344287847878,mpree
RF_Y,0.06147240858694912,mpree
RL_A,-0.023535781982352004,mpree
RO_C,0.032628220406414575,mpree
TYR,-0.06456918256147692,mpree
VAL,-0.01548317966084059,mpree
XLE,-0.016583540568665005,mpree
ALA,-0.041474729009560445,prom_any
ARG,0.03309066961335045,prom_any
C02,-0.00480136196663385,prom_any
C03DC,0.01476692088565978,prom_any
C04,0.03869850363060617,prom_any
C05,0.04810079939486584,prom_any
C051,0.022461910169789625,prom_any
C05DC,0.024430727078344434,prom_any
C05OH,0.03516613397531755,prom_any
C06,0.03284258869069633,prom_any
C08,0.03393840971699006,prom_any
C081,0.0043967661424220775,prom_any
C10,0.0219879748969252,prom_any
C101,0.006201981148093234,prom_any
C12,0.02265831026828081,prom_any
C121,0.015027579831089257,prom_any
C14,0.014297642819666768,prom_any
C141,0.04020174963980683,prom_any
C14OH,0.0170517812606797,prom_any
C16,0.003280537663969957,prom_any
C16OH,0.03826157849063074,prom_any
C18,0.014535099886719234,prom_any
C181,0.00575923113357246,prom_any
C181OH,0.016514673082320998,prom_any
C182,0.002617617285639022,prom_any
C18OH,0.007804958195058003,prom_any
CIT,-0.003634388032821484,prom_any
FC,0.006599019026483802,prom_any
GLY,-0.03618288077109818,prom_any
MET,-0.011660810377461103,prom_any
ORN,-0.021108753583897792,prom_any
OXP,-0.009205435590040263,prom_any
PHE,-0.014432567525125568,prom_any
PRO,-0.02712066684864105,prom_any
R14_12,0.01915117470314172,prom_any
R3_2,0.07530543467642499,prom_any
R8_10,0.017373657195964093,prom_any
RA_O,0.05496522508569796,prom_any
RC_A,-0.03951826455971593,prom_any
RF_C,0.0018308751336416872,prom_any
RF_Y,0.0035450834783605565,prom_any
RL_A,0.024365721801399697,prom_any
RO_C,-0.02264347594595591,prom_any
TYR,-0.005721167014550645,prom_any
VAL,-0.006680316349365799,prom_any
XLE,-0.01598604339866848,prom_any
